1507755865,2608153,VIEW,2973046
1507755869,1224717,VIEW,7040901
1507755869,620166,VIEW,7385541
1507755873,2525085,VIEW,6452757
1507755873,3142842,VIEW,1837665
1507755884,2690443,VIEW,4559145
1507755885,1020984,VIEW,609777
1507755885,1992785,VIEW,3861548
1507755890,1886523,VIEW,4593698
1507755891,891809,VIEW,9334529
1507755892,1723717,VIEW,248688
1507755892,2509459,VIEW,3350256
1507755893,2134379,VIEW,4515745
1507755895,2456161,VIEW,4449739
1507755895,3324770,VIEW,2751834
1507755896,3123925,VIEW,4690225
1507755896,433332,VIEW,5446763
1507755897,1569047,VIEW,5672106
1507755897,3602332,VIEW,6047710
1507755900,556544,VIEW,2202300
1507755901,2839486,VIEW,1196267
1507755903,1809233,VIEW,6115666
1507755905,1103079,VIEW,6777806
1507755905,828130,VIEW,879434
1507755906,3961176,VIEW,2331075
1507755907,995929,VIEW,6354238
1507755908,2863345,VIEW,5696303
1507755909,3276218,VIEW,2233198
1507755914,1744936,VIEW,7914953
1507755914,2192110,VIEW,277826
1507755914,265780,VIEW,2845401
1507755916,195092,VIEW,1988686
1507755916,997344,VIEW,8142749
1507755918,3922403,VIEW,6835515
1507755918,761552,VIEW,9978178
1507755920,1558944,VIEW,8952077
1507755921,1283410,VIEW,9123247
1507755921,2813869,VIEW,8228201
1507755922,2317985,VIEW,9461306
1507755923,1023051,VIEW,5939977
1507755923,725457,VIEW,7404392
1507755924,433332,ADD,5446763
1507755925,170092,VIEW,3437526
1507755925,3345125,VIEW,7362199
1507755926,1750609,VIEW,7370016
1507755928,3813737,VIEW,6173925
1507755929,2201256,VIEW,676498
1507755930,1682988,VIEW,8145958
1507755930,447913,VIEW,7234727
1507755931,1339516,VIEW,137699
1507755931,1799041,VIEW,1005526
1507755931,2843249,VIEW,2317913
1507755931,2881529,VIEW,5285237
1507755932,1202288,VIEW,6371606
1507755932,2408225,VIEW,1992645
1507755932,3528348,VIEW,326100
1507755932,3567777,VIEW,8765009
1507755934,1308803,VIEW,7029002
1507755934,2227102,VIEW,9270688
1507755934,2990753,VIEW,5688137
1507755935,1603746,VIEW,8812802
1507755935,1625648,VIEW,5150129
1507755935,2648227,VIEW,2037160
1507755935,303988,VIEW,1774159
1507755936,1582566,VIEW,3854737
1507755936,2714544,VIEW,6412008
1507755936,3258859,VIEW,2796938
1507755936,434317,VIEW,8751502
1507755936,527993,VIEW,603904
1507755939,327854,VIEW,2714102
1507755940,1460183,VIEW,1119482
1507755940,194450,VIEW,7656314
1507755941,3142842,VIEW,6429061
1507755943,3203263,VIEW,6927772
1507755943,3415727,VIEW,6863766
1507755944,3247713,VIEW,7206462
1507755944,936936,VIEW,9906548
1507755945,169270,VIEW,8333205
1507755945,1956305,VIEW,6601243
1507755945,609305,VIEW,1358542
1507755946,1394535,VIEW,5180032
1507755946,949386,VIEW,3087168
1507755947,2542152,VIEW,2058477
1507755948,2019684,VIEW,3748848
1507755948,2082325,VIEW,1273759
1507755948,2657118,VIEW,5898956
