12.0,-73.987625,40.750617,-73.971163,40.78518,1,0
4.5,-73.96362,40.774363,-73.953485,40.772665,1,1
4.5,-73.989649,40.756633,-73.985597,40.765662,1,2
10.0,-73.9939498901,40.7275238037,-74.0065841675,40.7442398071,1,3
2.5,-73.950223,40.66896,-73.948112,40.668872,6,4
7.3,-73.98511,40.742173,-73.96586,40.759668,4,5
8.1,-73.997638,40.720887,-74.012937,40.716323,2,6
41.5,-74.004283,40.740476,-73.897273,40.817774,2,7
5.3,-73.984345,40.755862,-73.98152,40.750347,1,8
13.5,-73.9615020752,40.7683258057,-73.9846801758,40.7363166809,1,9
7.3,-73.979927,40.743222,-73.9895,40.757197,1,10
9.5,-73.950979,40.770766,-73.978284,40.752467,1,11
6.0,-74.00222,40.734472,-74.001585,40.727662,2,12
6.0,-73.995537,40.736797,-73.983538,40.74107,5,13
11.5,-73.977435,40.764817,-73.989852,40.762112,6,14
8.5,-73.97023,40.75999,-73.994317,40.745937,2,15
10.9,-73.972428,40.759523,-74.004235,40.731213,1,16
6.9,-73.980751,40.767525,-73.972506,40.74773,1,17
9.7,-73.947722,40.779347,-73.937595,40.818412,1,18
17.7,-74.005798,40.706475,-73.95458,40.775568,1,19
4.0,-73.97554,40.79199,-73.98026,40.78541,6,20
5.7,-73.99813,40.728678,-73.995965,40.730973,6,21
8.5,-74.005993,40.735742,-73.997078,40.762607,1,22
4.1,-73.972002,40.786615,-73.980201,40.77556,1,23
5.7,-74.004038,40.742982,-73.997613,40.760569,1,24
9.5,-73.990295,40.724997,-74.008312,40.704805,5,25
4.5,-73.998938,40.744792,-74.001075,40.746532,1,26
8.0,-73.96684,40.767347,-73.979582,40.783705,1,27
6.0,-73.98146,40.78076,-73.989177,40.771807,1,28
4.9,-73.981567,40.759051,-73.972877,40.763193,1,29
4.9,-73.986655,40.750973,-73.987619,40.760596,1,30
7.7,-73.978426,40.766604,-73.981385,40.784306,1,31
14.5,-74.001722,40.745792,-73.990943,40.718382,1,32
30.1,-73.870837,40.773595,-73.983125,40.7595,1,33
8.9,-73.988587,40.748392,-73.987346,40.733197,2,34
8.5,-73.9946517944,40.7607307434,-73.9828796387,40.7772064209,4,35
9.5,-73.99624,40.76379,-73.997482,40.741457,1,36
3.5,-73.990638,40.742125,-73.990638,40.742125,2,37
13.0,-73.966566,40.767353,-73.972287,40.79933,1,38
7.5,-73.9755706787,40.7620620728,-73.9915771484,40.7448005676,1,39
11.5,-73.980167,40.775683,-73.945632,40.778278,5,40
10.5,-73.983143,40.722639,-73.955402,40.768824,4,41
13.4,-74.005365,40.728667,-73.999261,40.675389,1,42
3.3,-73.954238,40.770645,-73.949975,40.775785,1,43
3.5,-73.991557,40.754752,-73.987488,40.76022,1,44
6.9,-73.98809,40.718542,-74.008015,40.71987,1,45
6.9,-74.0067,40.7358,-73.991,40.7289,1,46
12.0,-73.976668,40.655435,-74.011307,40.678722,1,47
8.1,-73.98117,40.7819,-73.997243,40.756307,1,48
16.9,-73.990557,40.74879,-73.919237,40.77277,1,49
5.3,-73.952762,40.810567,-73.965647,40.802942,1,50
15.0,-73.998015,40.761272,-73.99228,40.725795,1,51
17.5,-74.010523,40.718355,-73.959258,40.681022,6,52
6.0,-73.984303,40.724885,-74.009595,40.719965,6,53
7.3,-73.958688,40.76811,-73.976192,40.75862,6,54
20.0,-73.977272,40.757312,-73.984949,40.721054,1,55
6.9,-73.986244,40.757519,-73.969488,40.759002,1,56
5.3,-73.961566,40.771345,-73.974142,40.762504,1,57
8.0,-73.966269,40.794947,-73.981887,40.774423,2,58
7.3,-73.983985,40.743053,-73.983557,40.760783,2,59
6.5,-73.964761,40.771687,-73.950789,40.769365,2,60
6.9,-73.990142,40.756582,-73.973028,40.74939,3,61
5.3,-73.963508,40.676822,-73.977827,40.680373,1,62
4.9,-73.992158,40.725418,-73.982817,40.739389,1,63
8.0,-73.956178,40.763532,-73.969727,40.75942,5,64
6.1,-73.98389,40.766707,-73.97426,40.7571,1,65
4.5,-73.976802,40.750115,-73.986078,40.756345,1,66
