5.0,2014-06-07 16:34:32+00:00,-73.985565,40.753,-73.991403,40.750313,1,0
6.1,2011-09-12 06:48:27+00:00,-73.988887,40.723109,-74.004381,40.707213,1,1
5.3,2011-01-07 22:19:38+00:00,-73.983887,40.773717,-73.991046,40.759438,4,2
6.5,2014-01-26 01:09:07+00:00,-73.948996,40.777387,-73.933544,40.795246,1,3
5.7,2012-07-05 14:18:00+00:00,-73.958142,40.782177,-73.95383,40.766832,1,4
5.5,2014-10-06 15:16:00+00:00,-73.994408,40.745935,-73.993313,40.736148,1,5
12.0,2013-12-06 14:55:00+00:00,-73.985512,40.763002,-73.97349,40.7555,5,6
4.9,2009-09-03 23:25:34+00:00,-74.000114,40.730555,-73.993341,40.742254,1,7
5.7,2011-06-02 23:51:15+00:00,-73.974796,40.750656,-73.976839,40.76286,2,8
10.5,2014-07-09 20:10:23+00:00,-73.989853,40.762397,-73.967315,40.763384,1,9
17.5,2014-10-06 15:16:00+00:00,-73.993203,40.733467,-73.975917,40.776182,1,10
48.27,2009-12-15 14:44:41+00:00,-74.01027,40.720755,-73.864923,40.770453,1,11
6.5,2009-08-13 01:01:21+00:00,-73.992697,40.751699,-74.008149,40.738311,1,12
179.0,2009-01-24 10:08:24+00:00,-73.902937,40.744675,-73.903413,40.744897,1,13
14.5,2011-12-04 16:47:13+00:00,-73.965146,40.805961,-73.989876,40.761993,1,14
9.3,2010-06-16 07:50:54+00:00,-74.005315,40.721093,-74.007744,40.703283,1,15
4.9,2011-11-28 15:44:46+00:00,-74.006389,40.733534,-73.994753,40.734773,1,16
7.0,2013-05-16 09:28:05+00:00,-73.979028,40.7472,-73.973317,40.758653,1,17
5.3,2009-01-06 14:12:44+00:00,-74.007218,40.74184,-73.997932,40.756244,2,18
3.0,2009-01-26 00:39:07+00:00,-74.002116,40.739613,-73.885057,40.74418,1,19
6.1,2009-06-10 06:54:47+00:00,-73.978862,40.762151,-73.99311,40.749595,1,20
5.7,2009-04-16 23:37:48+00:00,-73.991133,40.733678,-74.004588,40.717086,1,21
11.3,2010-06-30 13:50:28+00:00,-74.007615,40.712771,-73.982165,40.755689,2,22
19.0,2013-03-03 01:51:35+00:00,-73.980477,40.676202,-73.916981,40.702901,1,23
6.5,2015-02-28 13:41:18+00:00,-73.9729232788086,40.76153564453125,-73.96121978759766,40.779415130615234,1,24
6.5,2009-12-07 20:49:00+00:00,-73.996773,40.747782,-73.982023,40.759877,2,25
5.7,2009-08-28 08:11:07+00:00,-73.987636,40.732605,-74.004947,40.74156,1,26
12.9,2009-11-05 06:47:00+00:00,-73.995258,40.696588,-73.98549,40.741448,1,27
14.0,2014-05-20 23:09:00+00:00,-74.005332,40.72187,-73.989555,40.771335,6,28
12.0,2014-05-20 23:09:00+00:00,-74.005935,40.735852,-73.970475,40.74894,2,29
8.5,2009-11-05 06:47:00+00:00,-73.95522,40.767855,-73.983133,40.755758,1,30
6.5,2014-11-01 18:51:45+00:00,-73.989008,40.737389,-74.003583,40.729063,1,31
7.7,2010-01-04 18:34:43+00:00,-73.973226,40.755159,-73.948789,40.773703,2,32
34.0,2012-12-31 21:07:30+00:00,-73.983612,40.726015,-73.947117,40.835017,1,33
9.0,2012-10-26 06:55:05+00:00,-73.949206,40.776933,-73.938802,40.804925,1,34
7.0,2013-08-21 23:14:38+00:00,-73.985185,40.742083,-73.990931,40.755214,1,35
9.7,2011-12-02 10:32:11+00:00,-74.010868,40.709169,-74.007819,40.742687,1,36
9.0,2013-10-30 10:54:34+00:00,-73.976731,40.759307,-73.990571,40.74019,1,37
57.33,2014-12-12 00:34:32+00:00,-73.920576,40.732951,-73.987213,40.761922,3,38
